Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Acerola,Fruits,0.012,32.0,7.7,0.0,8.999999999999999e-05,0.3,1.1,1.4e-05,0.0002,0.018,0.08,6.6,0.0,0.0,0.0,0.011,0.09,0.146,0.4,0.07,6e-07,0.007,0.0,767.0,3.8e-05,2e-05,0.0,6e-05,0.0004,0.00031,1e-05,1.678,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apple,Fruits,0.006,52.0,14.0,0.0,3e-05,0.17,2.4,3e-06,0.0001199999999999,0.005,0.01,11.0,0.0,0.0,0.0,0.011,0.05,0.107,0.26,0.03,0.0,0.001,0.0,54.0,3e-06,2e-05,0.0,3e-05,8.999999999999999e-05,6e-05,4e-05,0.0046,4e-05,0.0034,5.9,1e-05,1e-05,1e-05,1e-05,4e-05,0.0,1e-05,0.05,10.0,1e-05,0.0,1e-05,0.0,0.0001799999999999,2.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot,Fruits,0.013,48.0,11.0,0.0,8e-05,0.39,2.0,9e-06,0.00039,0.01,0.17,9.1,0.0,0.0,0.0,0.023,0.08,0.259,1.4,0.03,1.0000000000000001e-07,0.001,0.0,1279.0,9.6e-05,3e-05,0.0,4e-05,0.0006,0.0002399999999999,5e-05,0.01,0.0002,0.0028,0.94,3e-05,4e-05,8e-05,0.0001,8e-05,1e-05,5e-05,0.0,9.2,5e-05,2e-05,5e-05,0.0,0.00089,3.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dried fruit,Fruits,0.055,241.0,63.0,0.0,0.00034,0.51,7.3,1e-05,0.0027,0.032,0.07,55.0,0.0,0.0,0.0,0.071,0.07,1.162,3.4,0.02,2.2e-06,0.01,0.0,3604.0,0.00018,2e-05,0.0,7.000000000000001e-05,0.0026,0.00052,0.00014,0.001,0.00039,0.014,12.0,5e-05,6e-05,0.00011,8e-05,0.0002399999999999,2e-05,6e-05,0.35,53.0,7.000000000000001e-05,2e-05,8e-05,0.0,0.0043,3.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avocado,Fruits,0.012,160.0,8.5,0.0,0.00019,15.0,6.7,8.1e-05,0.00055,0.029,9.8,1.8,0.0,0.0,0.0,0.052,1.8,0.485,2.0,2.1,4.0000000000000003e-07,0.007,0.0,146.0,7e-06,7.000000000000001e-05,0.0,0.00013,0.0017,0.0014,0.00026,0.01,0.00064,0.014,0.12,5e-05,8e-05,0.00014,0.00013,0.00014,4e-05,0.0001,0.11,0.66,7.000000000000001e-05,3e-05,0.00011,0.0,0.0021,2.1e-05,0.11,0.0,0.02,0.0,0.0,0.0,0.0
Banana,Fruits,0.005,89.0,23.0,0.0,8e-05,0.33,2.6,2e-05,0.00026,0.027,0.03,20.0,0.0,0.0,0.0,0.022,0.07,0.358,1.1,0.11,1e-06,0.001,0.0,64.0,3e-06,3e-05,0.0,7.000000000000001e-05,0.00067,0.00033,0.00037,0.0087,0.00015,0.0098,4.9,8e-05,3e-05,7.000000000000001e-05,5e-05,0.00027,1e-05,5e-05,5.4,12.0,3e-05,1e-05,5e-05,0.0,0.0001,5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackberry,Fruits,0.029,43.0,9.6,0.0,0.00017,0.49,5.3,2.5e-05,0.00062,0.02,0.05,4.3,0.0,0.0,0.0,0.022,0.28,0.162,1.4,0.01,4.0000000000000003e-07,0.001,0.0,214.0,1.1e-05,2e-05,0.0,3e-05,0.00065,0.00028,3e-05,0.021,0.00053,0.0085,2.4,0.0,0.0,0.0,0.0,0.00065,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0012,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blueberry,Fruits,0.006,57.0,14.0,0.0,6e-05,0.33,2.4,6e-06,0.00028,0.006,0.05,12.0,0.0,0.0,0.0,0.012,0.15,0.077,0.74,0.03,1.0000000000000001e-07,0.001,0.0,54.0,3e-06,4e-05,0.0,4e-05,0.0004199999999999,0.0001199999999999,5e-05,0.0096999999999999,0.00016,0.006,5.0,1e-05,2e-05,4e-05,1e-05,0.00034,1e-05,3e-05,0.03,10.0,2e-05,0.0,3e-05,0.0,0.00057,1.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boysenberries,Fruits,0.027,50.0,12.0,0.0,8e-05,0.26,5.3,6.3e-05,0.00085,0.016,0.03,6.9,0.0,0.0,0.0,0.027,0.15,0.139,1.1,0.01,2.0000000000000002e-07,0.001,0.0,67.0,3e-06,5e-05,0.0,4e-05,0.00077,0.00025,6e-05,0.0031,0.00022,0.01,0.0,0.0,0.0,0.0,0.0,0.00055,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.00087,7.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breadfruit,Fruits,0.017,103.0,27.0,0.0,8e-05,0.23,4.9,1.4e-05,0.00054,0.025,0.03,22.0,0.0,0.0,0.0,0.03,0.07,0.49,1.1,0.05,6e-07,0.002,0.0,0.0,0.0,0.00011,0.0,3e-05,0.0009,0.00046,0.0001,0.029,0.0001199999999999,0.0098,0.0,0.0,6e-05,7.000000000000001e-05,4e-05,6e-05,1e-05,3e-05,0.0,11.0,5e-05,0.0,5e-05,0.0,0.0001,5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carambola,Fruits,0.003,31.0,6.7,0.0,0.00014,0.33,2.8,1.2e-05,8e-05,0.01,0.03,3.9,0.0,0.0,0.0,0.012,0.18,0.133,1.0,0.02,6e-07,0.002,0.0,61.0,3e-06,1e-05,0.0,2e-05,0.00037,0.00039,2e-05,0.034,0.0001199999999999,0.0076,0.0,1e-05,4e-05,8e-05,8e-05,4e-05,2e-05,4e-05,0.0,4.0,4e-05,1e-05,5e-05,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherimoya,Fruits,0.01,75.0,18.0,0.0,7.000000000000001e-05,0.68,3.0,2.3e-05,0.00027,0.017,0.06,15.0,0.0,0.0,0.0,0.026,0.19,0.287,1.6,0.23,0.0,0.007,0.0,5.0,0.0,0.0001,0.0,0.00013,0.00064,0.00035,0.00026,0.013,0.00016,0.0,6.3,2e-05,4e-05,6e-05,4e-05,8.999999999999999e-05,2e-05,4e-05,0.0,13.0,5e-05,3e-05,6e-05,0.0,0.00027,0.0,0.16,0.0,0.0,0.0,0.0,0.03,0.0
Cherry,Fruits,0.016,50.0,12.0,0.0,0.0001,0.3,1.6,8e-06,0.00032,0.009,0.08,11.0,0.0,0.0,0.0,0.015,0.09,0.173,1.0,0.07,0.0,0.003,0.0,1283.0,6.4e-05,3e-05,0.0,4e-05,0.0004,0.00014,4e-05,0.01,0.0001,0.0060999999999999,3.5,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,7.000000000000001e-05,2.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crabapple (Malus),Fruits,0.018,76.0,20.0,0.0,7.000000000000001e-05,0.3,0.0,0.0,0.0003599999999999,0.007,0.01,20.0,0.0,0.0,0.0,0.015,0.09,0.194,0.4,0.05,0.0,0.001,0.0,40.0,2e-06,3e-05,0.0,2e-05,0.0001,0.0,0.0,0.008,0.0,0.0,0.0,1e-05,2e-05,3e-05,3e-05,0.0001199999999999,0.0,1e-05,0.0,0.0,1e-05,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cranberry,Fruits,0.008,46.0,12.0,0.0,6e-05,0.13,3.6,1e-06,0.00023,0.006,0.02,8.4,0.0,0.0,0.0,0.011,0.06,0.08,0.46,0.01,1.0000000000000001e-07,0.002,0.0,63.0,3e-06,1e-05,0.0,2e-05,0.0001,0.0003,6e-05,0.014,8.999999999999999e-05,0.0055,0.67,2e-05,3e-05,5e-05,4e-05,0.00027,0.0,4e-05,0.0,4.3,3e-05,0.0,5e-05,0.0,0.0013,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currant,Fruits,0.033,56.0,14.0,0.0,0.00011,0.2,4.3,8e-06,0.001,0.013,0.03,9.5,0.0,0.0,0.0,0.044,0.09,0.275,1.4,0.02,6e-07,0.001,0.0,42.0,2e-06,4e-05,0.0,5e-05,0.0001,6e-05,7.000000000000001e-05,0.041,0.00023,0.0076,3.5,0.0,0.0,0.0,0.0,0.00019,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0001,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Custard apple,Fruits,0.03,101.0,25.0,0.0,0.0,0.6,2.4,0.0,0.0007099999999999,0.018,0.0,23.0,0.0,0.0,0.0,0.021,0.0,0.382,1.7,0.23,0.0,0.004,0.0,33.0,2e-06,8e-05,0.0,0.0001,0.0005,0.00014,0.00022,0.019,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dates,Fruits,0.039,282.0,75.0,0.0,0.0002099999999999,0.39,8.0,1.9e-05,0.001,0.043,0.04,67.0,0.0,0.0,0.0,0.062,0.02,0.656,2.5,0.03,3e-06,0.002,0.0,10.0,0.0,5e-05,0.0,7.000000000000001e-05,0.0013,0.0005899999999999,0.00017,0.0004,0.00029,0.0063,20.0,3e-05,5e-05,8e-05,7.000000000000001e-05,0.00026,2e-05,5e-05,0.0,63.0,4e-05,1e-05,7.000000000000001e-05,0.0,5e-05,2.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elderberry,Fruits,0.038,73.0,18.0,0.0,6e-05,0.5,7.0,6e-06,0.0016,0.005,0.08,11.0,0.0,0.0,0.0,0.039,0.25,0.28,0.66,0.02,6e-07,0.006,0.0,600.0,3e-05,7.000000000000001e-05,0.0,6e-05,0.0005,0.00014,0.00023,0.036,0.00011,0.0,0.0,2e-05,3e-05,6e-05,3e-05,0.0,1e-05,4e-05,0.0,0.0,3e-05,1e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Figs,Fruits,0.035,74.0,19.0,0.0,7.000000000000001e-05,0.3,2.9,6e-06,0.00037,0.017,0.07,16.0,0.0,0.0,0.0,0.014,0.14,0.232,0.75,0.06,2.0000000000000002e-07,0.001,0.0,142.0,7e-06,6e-05,0.0,5e-05,0.0004,0.0003,0.00011,0.002,0.00015,0.0047,0.0,1e-05,2e-05,3e-05,3e-05,0.00013,1e-05,2e-05,0.0,16.0,2e-05,1e-05,3e-05,0.0,0.00011,4.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit salad,Fruits,0.011,50.0,13.0,0.0,5e-05,0.03,1.0,3e-06,0.00025,0.008,0.01,12.0,0.0,0.0,0.0,0.014,0.01,0.116,0.51,0.0,0.0,0.005,0.0,600.0,3e-05,1e-05,0.0,1e-05,0.0003599999999999,5e-05,3e-05,0.0033,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gooseberry,Fruits,0.025,44.0,10.0,0.0,7.000000000000001e-05,0.58,4.3,6e-06,0.00031,0.01,0.05,5.9,0.0,0.0,0.0,0.027,0.32,0.198,0.88,0.04,6e-07,0.001,0.0,290.0,1.5e-05,4e-05,0.0,3e-05,0.0003,0.00029,8e-05,0.028,0.0001199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goji berries,Fruits,0.19,349.0,77.0,0.0,0.0,0.39,13.0,0.0,0.0068,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.298,0.0,26822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.00016,0.00026,0.00046,0.00023,0.0,8.999999999999999e-05,0.00027,0.0,46.0,0.0003599999999999,0.0,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grapefruit,Fruits,0.022,42.0,11.0,0.0,3e-05,0.14,1.6,1.3e-05,8e-05,0.009,0.02,9.1,0.0,0.0,0.0,0.018,0.04,0.135,0.77,0.02,1.0000000000000001e-07,0.0,0.0,1150.0,5.8e-05,4e-05,0.0,3e-05,0.0002,0.00026,5e-05,0.031,7.000000000000001e-05,0.0077,1.8,1e-05,1e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0.0,6.9,1e-05,1e-05,2e-05,0.0,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grape,Fruits,0.014,67.0,17.0,0.0,4e-05,0.35,0.9,4e-06,0.00029,0.005,0.01,16.0,0.0,0.0,0.0,0.01,0.1,0.191,0.63,0.11,1.0000000000000001e-07,0.002,0.0,100.0,5e-06,8.999999999999999e-05,0.0,6e-05,0.0003,2e-05,0.00011,0.004,4e-05,0.0056,0.0,2e-05,1e-05,1e-05,1e-05,0.0007199999999999,2e-05,1e-05,0.0,16.0,2e-05,0.0,2e-05,0.0,0.00019,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peruvian groundcherry,Fruits,0.009,53.0,11.0,0.0,0.0,0.7,0.0,0.0,0.001,0.0,0.0,11.0,0.0,0.0,0.0,0.04,0.0,0.0,1.9,0.0,0.0,0.0,0.0,720.0,3.6e-05,0.00011,0.0,4e-05,0.0028,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guava,Fruits,0.018,68.0,14.0,0.0,0.00023,0.95,5.4,4.9e-05,0.00026,0.022,0.09,8.9,0.0,0.0,0.0,0.04,0.4,0.417,2.6,0.27,6e-07,0.002,0.0,624.0,3.1e-05,7.000000000000001e-05,0.0,4e-05,0.0011,0.00045,0.00011,0.228,0.00023,0.0076,0.0,2e-05,8.999999999999999e-05,0.00017,7.000000000000001e-05,0.00015,2e-05,1e-05,0.0,8.9,0.0001,2e-05,8.999999999999999e-05,0.0,0.00073,2.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackfruit,Fruits,0.024,95.0,23.0,0.0,8e-05,0.64,1.5,2.4e-05,0.00023,0.029,0.16,22.0,0.0,0.0,0.0,0.021,0.09,0.448,1.7,0.2,0.0,0.002,0.0,110.0,5e-06,0.00011,0.0,6e-05,0.00092,0.0002399999999999,0.00033,0.014,0.00013,0.0,9.2,3e-05,7.000000000000001e-05,0.0001,7.000000000000001e-05,4e-05,3e-05,5e-05,1.5,19.0,8.999999999999999e-05,3e-05,8.999999999999999e-05,0.0,0.00034,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.0
Java plum,Fruits,0.019,60.0,16.0,0.0,0.0,0.23,0.0,0.0,0.00019,0.015,0.0,16.0,0.0,0.0,0.0,0.017,0.0,0.079,0.72,0.0,0.0,0.014,0.0,3.0,0.0,1e-05,0.0,1e-05,0.00026,0.0,4e-05,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jujube,Fruits,0.021,79.0,20.0,0.0,7.000000000000001e-05,0.2,0.0,0.0,0.0004799999999999,0.01,0.0,20.0,0.0,0.0,0.0,0.023,0.0,0.25,1.2,0.0,0.0,0.003,0.0,40.0,2e-06,2e-05,0.0,4e-05,0.0009,0.0,8e-05,0.069,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiwifruit,Fruits,0.034,61.0,15.0,0.0,0.00013,0.52,3.0,2.5e-05,0.00031,0.017,0.05,12.0,0.0,0.0,0.0,0.034,0.29,0.312,1.1,0.03,2.0000000000000002e-07,0.003,0.0,87.0,4e-06,3e-05,0.0,3e-05,0.00034,0.0001799999999999,6e-05,0.093,0.00014,0.0078,4.4,3e-05,5e-05,7.000000000000001e-05,6e-05,0.0001,2e-05,4e-05,0.0,9.0,5e-05,2e-05,6e-05,0.0,0.0015,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kumquat,Fruits,0.062,71.0,16.0,0.0,0.0001,0.86,6.5,1.7e-05,0.00086,0.02,0.15,9.4,0.0,0.0,0.0,0.019,0.17,0.186,1.9,0.1,0.0,0.01,0.0,290.0,1.5e-05,4e-05,0.0,8.999999999999999e-05,0.00043,0.0002099999999999,4e-05,0.044,0.00017,0.0084,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemon,Fruits,0.026,29.0,9.3,0.0,4e-05,0.3,2.8,1.1e-05,0.0006,0.008,0.01,6.5,0.0,0.0,0.0,0.016,0.09,0.138,1.1,0.04,4.0000000000000003e-07,0.002,0.0,22.0,1e-06,4e-05,0.0,2e-05,0.0001,0.00019,8e-05,0.053,6e-05,0.0050999999999999,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lime,Fruits,0.033,30.0,11.0,0.0,7.000000000000001e-05,0.2,2.8,8e-06,0.0006,0.006,0.02,7.7,0.0,0.0,0.0,0.018,0.06,0.102,0.7,0.02,4.0000000000000003e-07,0.002,0.0,50.0,2e-06,3e-05,0.0,2e-05,0.0002,0.00022,4e-05,0.029,0.00011,0.0050999999999999,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.00022,6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lychee,Fruits,0.005,66.0,17.0,0.0,0.00015,0.44,1.3,1.4e-05,0.00031,0.01,0.12,15.0,0.0,0.0,0.0,0.031,0.13,0.171,0.83,0.1,6e-07,0.001,0.0,0.0,0.0,1e-05,0.0,7.000000000000001e-05,0.0006,0.0,0.0001,0.072,7.000000000000001e-05,0.0070999999999999,0.0,0.0,0.0,0.0,4e-05,6e-05,1e-05,0.0,0.0,15.0,0.0,1e-05,0.0,0.0,7.000000000000001e-05,4.0000000000000003e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loganberries,Fruits,0.026,55.0,13.0,0.0,0.0001199999999999,0.31,5.3,2.6e-05,0.00064,0.021,0.03,7.7,0.0,0.0,0.0,0.026,0.18,0.145,1.5,0.01,2.0000000000000002e-07,0.001,0.0,35.0,2e-06,5e-05,0.0,3e-05,0.0008399999999999,0.0002399999999999,7.000000000000001e-05,0.015,0.00034,0.0085,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.00087,7.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Longan,Fruits,0.001,60.0,15.0,0.0,0.00017,0.1,1.1,0.0,0.00013,0.01,0.0,14.0,0.0,0.0,0.0,0.021,0.0,0.266,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.00014,0.0003,0.0,0.0,0.084,5e-05,0.0,0.0,1e-05,3e-05,5e-05,5e-05,5e-05,1e-05,3e-05,0.0,0.0,3e-05,0.0,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loquat,Fruits,0.016,47.0,12.0,0.0,4e-05,0.2,1.7,1.4e-05,0.00028,0.013,0.01,10.0,0.0,0.0,0.0,0.027,0.09,0.266,0.43,0.04,6e-07,0.001,0.0,1528.0,7.6e-05,2e-05,0.0,2e-05,0.0001799999999999,0.0,0.0001,0.001,5e-05,0.0,0.0,1e-05,2e-05,3e-05,2e-05,0.00015,0.0,1e-05,0.0,0.0,2e-05,1e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mango,Fruits,0.011,60.0,15.0,0.0,0.00011,0.38,1.6,4.3e-05,0.00016,0.01,0.14,13.0,0.0,0.0,0.0,0.014,0.07,0.168,0.82,0.09,6e-07,0.001,0.0,1082.0,5.4e-05,3e-05,0.0,4e-05,0.00067,0.0002,0.0001199999999999,0.036,8.999999999999999e-05,0.0076,4.7,2e-05,3e-05,5e-05,7.000000000000001e-05,6e-05,1e-05,3e-05,0.0,14.0,3e-05,1e-05,4e-05,0.0,0.0009,4.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple mangosteen,Fruits,0.012,73.0,18.0,0.0,7.000000000000001e-05,0.58,1.8,3.1e-05,0.0003,0.013,0.0,16.0,0.0,0.0,0.0,0.008,0.0,0.048,0.41,0.0,0.0,0.007,0.0,35.0,2e-06,5e-05,0.0,5e-05,0.00029,3e-05,2e-05,0.0029,0.0002099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cantaloupe,Fruits,0.009,34.0,8.2,0.0,4e-05,0.19,0.9,2.1e-05,0.0002099999999999,0.012,0.0,7.3,0.0,0.0,0.0,0.015,0.08,0.267,0.84,0.05,4.0000000000000003e-07,0.016,0.0,3382.0,0.000169,4e-05,0.0,2e-05,0.00073,0.00011,7.000000000000001e-05,0.037,0.0001799999999999,0.0076,1.9,2e-05,2e-05,3e-05,3e-05,4e-05,1e-05,2e-05,0.03,7.9,2e-05,0.0,3e-05,0.0,5e-05,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melon,Fruits,0.011,28.0,6.6,0.0,6e-05,0.1,0.9,8e-06,0.00034,0.011,0.0,5.7,0.0,0.0,0.0,0.005,0.04,0.182,1.1,0.03,4.0000000000000003e-07,0.009,0.0,0.0,0.0,2e-05,0.0,3e-05,0.00023,8e-05,0.00016,0.022,7.000000000000001e-05,0.0076,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,5e-05,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honeydew,Fruits,0.006,36.0,9.1,0.0,2e-05,0.14,0.8,1.9e-05,0.00017,0.01,0.0,8.3,0.0,0.0,0.0,0.011,0.06,0.228,0.54,0.04,7e-07,0.018,0.0,50.0,3e-06,4e-05,0.0,1e-05,0.0004199999999999,0.00016,8.999999999999999e-05,0.018,8.999999999999999e-05,0.0076,3.0,1e-05,1e-05,2e-05,2e-05,3e-05,1e-05,2e-05,0.0,8.1,1e-05,1e-05,2e-05,0.0,2e-05,2.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mulberry,Fruits,0.039,43.0,9.8,0.0,6e-05,0.39,1.7,6e-06,0.0019,0.018,0.04,8.1,0.0,0.0,0.0,0.038,0.21,0.194,1.4,0.03,6e-07,0.01,0.0,25.0,1e-06,3e-05,0.0,0.0001,0.00062,0.0,5e-05,0.036,0.0001199999999999,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.00087,7.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nectarine,Fruits,0.006,44.0,11.0,0.0,8.999999999999999e-05,0.32,1.7,5e-06,0.00028,0.009,0.09,8.9,0.0,0.0,0.0,0.026,0.11,0.201,1.1,0.03,0.0,0.0,0.0,332.0,1.7e-05,3e-05,0.0,3e-05,0.0011,0.00019,3e-05,0.0054,0.00017,0.0062,1.4,1e-05,1e-05,1e-05,2e-05,5e-05,1e-05,2e-05,0.07,7.9,1e-05,1e-05,1e-05,0.0,0.00077,2.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange,Fruits,0.04,47.0,12.0,0.0,5e-05,0.12,2.4,3e-05,0.0001,0.01,0.02,9.4,0.0,0.0,0.0,0.014,0.03,0.181,0.94,0.02,5e-07,0.0,0.0,225.0,1.1e-05,8.999999999999999e-05,0.0,4e-05,0.00028,0.00025,6e-05,0.053,7.000000000000001e-05,0.0084,0.0,2e-05,3e-05,2e-05,5e-05,3e-05,2e-05,3e-05,0.0,9.4,2e-05,1e-05,4e-05,0.0,0.0001799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandarin orange,Fruits,0.037,53.0,13.0,0.0,4e-05,0.31,1.8,1.6e-05,0.00015,0.012,0.06,12.0,0.0,0.0,0.0,0.02,0.07,0.166,0.81,0.04,1.0000000000000001e-07,0.002,0.0,681.0,3.4e-05,6e-05,0.0,4e-05,0.00038,0.00022,8e-05,0.027,7.000000000000001e-05,0.01,2.4,1e-05,2e-05,3e-05,3e-05,4e-05,0.0,2e-05,0.0,11.0,2e-05,0.0,2e-05,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papaya,Fruits,0.02,43.0,11.0,0.0,5e-05,0.26,1.7,3.7e-05,0.00025,0.021,0.07,9.1,0.0,0.0,0.0,0.01,0.06,0.182,0.47,0.08,6e-07,0.008,0.0,950.0,4.7e-05,2e-05,0.0,3e-05,0.0003599999999999,0.00019,4e-05,0.061,8e-05,0.0060999999999999,3.7,1e-05,1e-05,2e-05,3e-05,4e-05,0.0,1e-05,0.0,7.8,1e-05,1e-05,1e-05,0.0,0.0003,2.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Passion fruit,Fruits,0.012,97.0,23.0,0.0,8.999999999999999e-05,0.7,10.0,1.4e-05,0.0016,0.029,0.09,13.0,0.0,0.0,0.0,0.068,0.41,0.348,2.2,0.06,6e-07,0.028,0.0,1272.0,6.4e-05,0.0,0.0,0.00013,0.0015,0.0,0.0001,0.03,0.0001,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
